Sl No,Accident_Index,Date,Day_of_Week,Time_of_Accident,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Nature_of_Accident_B1,Nature_of_Accident_B2,Nature_of_Accident_B3,Accident_Severity_C,Classification_of_Accident_C1,Classification_of_Accident_C2,Classification_of_Accident_C3,Causes_D1,Causes_D2,Causes_D3,Causes_D4,Causes_D5,Road_Feature_E,Road_Condition_F,Intersection_Type_G,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Vehicle_Type_Involved_J_V3,Vehicle_Type_Involved_J_V4,Number_of_Vehicles,Number_of_Casualties_Fatel,Number_of_Casualties_GrievousInjury,Number_of_Casualties_MinorInjury,Number_of_Casualties_NotInjured,Number_of_Casualties,Remarks
2417,1015,42674,1,08:45,2,429.8,LHS,2,,,1,1,,,2,,,,,4,1,,1,9,,,,1,1,,,,1,
2418,1016,42675,2,08:50,1,497.7,LHS,1,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2419,1017,42677,4,15:05,2,476.75,LHS,1,,,3,3,,,2,,,,,4,1,,1,5,5,,,2,,,5,,5,
2420,1018,42678,5,06:05,2,464.3,LHS,6,,,2,2,3,,3,,,,,4,1,,1,5,,,,1,,1,2,,3,
2421,1019,42678,5,10:59,2,508.3,RHS,4,,,3,3,,,2,,,,,4,1,,1,5,6,,,2,,,1,,1,
2422,1020,42679,6,14:15,2,506.9,LHS,2,,,1,1,,,3,,,,,4,1,,1,5,6,,,2,1,,,,1,
2423,1021,42679,6,12:05,2,415,RHS,1,,,2,2,,,2,,,,,4,1,,1,1,5,,,2,,1,,,1,
2424,1022,42679,6,12:42,1,496.15,LHS,4,,,3,3,,,3,,,,,4,1,,1,6,6,,,2,,,1,,1,
2425,1023,42681,1,00:00,2,482.7,LHS,1,,,2,2,,,3,,,,,4,1,,1,1,6,,,2,,1,,,1,
2426,1024,42683,3,00:00,2,452.75,RHS,7b,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,1,,,1,
2427,1025,42684,4,10:15,2,504.3,RHS,7f,,,2,2,,,4,,,,,4,1,,1,9,,,,1,,1,,,1,
2428,1026,42684,4,11:20,1,494.45,RHS,7b,,,2,2,,,3,,,,,4,1,,1,9,,,,1,,1,,,1,
2429,1027,42684,4,12:15,2,486.6,LHS,7b,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
2430,1028,42685,5,06:45,2,407.94,RHS,2,,,2,2,,,4,,,,,4,1,,1,1,,,,1,,1,,,1,
2431,1029,42685,5,15:30,1,502.2,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2432,1030,42687,7,17:35,1,491.4,RHS,3,,,1,1,,,2,,,,,4,1,,1,6,,,,1,2,,,,2,
2433,1031,42687,7,20:00,1,497.35,LHS,7b,,,1,1,,,1,,,,,4,1,,1,9,,,,1,1,,,,1,
2434,1032,42687,7,22:20,1,495.45,LHS,7d,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
2435,1033,42688,1,04:43,2,492.35,RHS,7d,,,3,3,,,2,,,,,4,1,,1,11,,,,1,,,2,,2,
2436,1034,42688,1,17:45,2,509.4,RHS,7d,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
2437,1035,42688,1,03:38,2,512.75,RHS,7c,,,1,1,2,,4,,,,,4,1,,1,5,5,,,2,2,1,,,3,
2438,1036,42689,2,02:08,2,512.75,RHS,7c,,,1,1,,,4,,,,,4,1,,1,5,5,,,2,1,,,,1,
2439,1037,42690,3,11:48,2,453.68,RHS,7d,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2440,1038,42692,5,11:40,1,499.25,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2441,1039,42692,5,08:05,2,483.1,RHS,6,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2442,1040,42692,5,14:35,2,456.88,RHS,4,,,3,3,,,3,,,,,4,1,,1,5,6,,,2,,,1,,1,
2443,1041,42693,6,06:10,2,450.16,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2444,1042,42693,6,07:35,2,491.62,LHS,7d,,,3,3,,,4,,,,,4,1,,1,5,,,,1,,,1,,1,
2445,1043,42694,7,10:11,2,433.72,RHS,1,,,4,4,,,2,,,,,4,1,,1,1,1,,,2,,,,1,0,
2446,1044,42694,7,22:45,2,480.35,RHS,4,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2447,1045,42695,1,19:33,2,429.86,RHS,7b,,,2,2,,,3,,,,,4,1,,1,9,,,,1,,1,,,1,
2448,1046,42695,1,14:00,2,426.08,RHS,6,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
2449,1047,42695,1,08:55,2,450.15,RHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2450,1048,42697,3,23:24,1,506,LHS,7b,,,1,1,,,2,,,,,4,1,,1,9,,,,1,1,,,,1,
2451,1049,42697,3,05:00,2,419.8,RHS,1,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2452,1050,42697,3,09:20,1,480.68,LHS,1,,,3,3,,,5,,,,,4,1,,1,5,,,,1,,,1,,1,
2453,1051,42698,4,23:35,1,503.4,LHS,2,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2454,1052,42698,4,01:45,1,495.7,RHS,6,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,1,,,1,
2455,1053,42698,4,05:40,1,494.5,LHS,7b,,,1,1,,,2,,,,,4,1,,1,9,,,,1,1,,,,1,
2456,1054,42699,5,10:36,2,455.76,RHS,7b,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2457,1055,42700,6,15:00,2,416.52,RHS,4,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2458,1056,42701,7,16:22,1,489.5,RHS,4,,,2,2,,,3,,,,,4,1,,1,5,10,,,2,,1,,,1,
2459,1057,42701,7,12:07,2,509.15,RHS,6,,,2,2,3,,4,,,,,4,1,,1,6,,,,1,,1,1,,2,
2460,1058,42703,2,19:00,2,405.32,LHS,7b,,,1,1,,,2,,,,,4,1,,1,11,,,,1,1,,,,1,
2461,1059,42703,2,05:55,2,457.86,LHS,4,,,3,3,,,3,,,,,4,1,,1,5,5,,,2,,,1,,1,
2462,1060,42703,2,08:07,1,497.7,LHS,7b,,,2,2,,,3,,,,,4,1,,1,3,,,,1,,1,,,1,
2463,1061,42703,2,11:15,1,574.1,RHS,7b,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2464,1062,42703,2,15:00,2,481.85,LHS,6,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,2,,2,
2465,1063,42704,3,10:45,2,448.6,LHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2466,1064,42704,3,19:30,2,415.36,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,2,,,2,
2467,1065,42704,3,18:40,1,475.6,LHS,6,,,2,2,,,1,,,,,4,1,,1,6,,,,1,,1,,,1,
2468,1066,42705,4,04:10,2,414.18,RHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2469,1067,42705,4,19:00,2,422.52,LHS,2,,,1,1,,,3,,,,,4,1,,1,5,6,,,2,1,,,,1,
2470,1068,42705,4,21:55,2,454.9,RHS,1,,,3,3,,,2,,,,,4,1,,1,1,5,,,2,,,1,,1,
2471,1069,42705,4,01:30,2,508.44,RHS,7d,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2472,1070,42706,5,07:49,2,485.4,LHS,4,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2473,1071,42707,6,22:58,2,453.8,RHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
2474,1072,42707,6,23:53,2,508.5,RHS,7d,,,2,2,3,,3,,,,,4,1,,1,1,,,,1,,1,1,,2,
2475,1073,42707,6,05:26,1,497.95,RHS,1,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,2,,,2,
2476,1074,42708,7,21:30,2,414,RHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,2,,,2,
2477,1075,42708,7,11:04,2,419.8,RHS,1,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,2,1,,3,
2478,1076,42708,7,03:45,2,509.6,LHS,1,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2479,1077,42708,7,17:25,2,450.25,LHS,6,,,4,4,,,2,,,,,4,1,,1,6,,,,1,,,,1,0,
2480,1078,42709,1,17:56,2,437.2,LHS,2,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
2481,1079,42709,1,08:57,2,493.9,LHS,7d,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2482,1080,42709,1,04:23,2,509.6,LHS,1,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2483,1081,42710,2,01:27,2,513.2,RHS,7d,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2484,1082,42711,3,12:20,2,468.9,LHS,7d,,,4,4,,,3,,,,,4,1,,1,6,,,,1,,,,1,0,
2485,1083,42712,4,05:22,2,509.7,LHS,5,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2486,1084,42712,4,19:09,1,497.4,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2487,1085,42714,6,04:05,2,484,LHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2488,1086,42715,7,17:08,1,490.1,LHS,1,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,2,1,,3,
2489,1087,42715,7,09:30,2,438.5,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,2,,,2,
2490,1088,42716,1,16:20,1,501.56,RHS,1,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,1,,2,
2491,1089,42716,1,21:35,1,495.8,LHS,6,,,2,2,,,1,,,,,4,1,,1,6,,,,1,,2,,,2,
2492,1090,42717,2,15:26,1,492.4,RHS,7a,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,2,,,2,
2493,1091,42717,2,03:40,1,495.3,RHS,2,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2494,1092,42717,2,09:35,2,456.7,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2495,1093,42718,3,08:00,2,493.18,LHS,1,,,4,4,,,3,,,,,4,1,,2,1,,,,1,,,,1,0,
2496,1094,42718,3,22:30,1,497.4,LHS,7b,,,3,3,,,2,,,,,4,1,,1,9,,,,1,,,1,,1,
2497,1095,42719,4,21:10,2,488.9,LHS,4,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2498,1096,42719,4,18:29,2,484.2,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2499,1097,42719,4,20:50,1,494.3,LHS,7a,,,3,3,,,1,,,,,4,1,,1,8,,,,1,,,1,,1,
2500,1098,42719,4,22:50,2,426.2,LHS,2,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2501,1099,42719,4,17:07,2,515.3,LHS,2,,,3,3,,,3,,,,,4,1,,1,5,1,,,2,,,1,,1,
2502,1100,42720,5,18:00,1,496.14,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2503,1101,42720,5,07:52,2,449.26,RHS,1,,,3,3,,,3,,,,,4,1,,2,5,,,,1,,,1,,1,
2504,1102,42721,6,04:55,2,520.36,LHS,2,,,3,3,,,3,,,,,4,1,,1,3,1,,,2,,,1,,1,
2505,1103,42722,7,05:20,2,454.76,RHS,2,,,2,2,3,,2,,,,,4,1,,1,1,5,,,2,,2,1,,3,
2506,1104,42722,7,19:55,2,454.7,LHS,4,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2507,1105,42724,2,14:10,1,496.6,LHS,6,,,3,3,,,4,,,,,4,1,,1,9,,,,1,,,1,,1,
2508,1106,42725,3,13:00,1,498.75,LHS,6,,,3,3,,,4,,,,,4,1,,1,6,,,,1,,,2,,2,
2509,1107,42726,4,08:39,2,424.04,LHS,2,,,1,1,,,3,,,,,4,1,,3,11,,,,1,1,,,,1,
2510,1108,42727,5,03:20,2,464.1,LHS,6,,,2,2,,,2,,,,,4,1,,11,5,,,,1,,1,,,1,
2511,1109,42727,5,22:15,2,506.6,RHS,6,,,4,4,,,3,,,,,4,1,,2,1,,,,1,,,,1,0,
2512,1110,42728,6,19:28,2,506.25,RHS,1,,,2,2,,,2,,,,,4,1,,1,5,6,,,2,,2,,,2,
2513,1111,42730,1,07:07,2,487.65,LHS,2,,,2,2,3,,2,,,,,4,1,,2,3,5,,,2,,4,3,,7,
2514,1112,42731,2,23:46,2,450.18,LHS,2,,,2,1,2,3,3,,,,,4,1,,1,5,5,,,2,1,1,1,,3,
2515,1113,42731,2,18:45,1,490.75,RHS,4,,,2,2,,,3,,,,,4,1,,2,5,6,,,2,,1,,,1,
2516,1114,42732,3,09:20,2,424.08,RHS,1,,,4,4,,,3,,,,,4,1,,1,3,,,,1,,,,1,0,
2517,1115,42732,3,01:35,2,507.3,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,2,,2,
2518,1116,42734,5,18:40,2,485.75,LHS,7e,,,1,1,,,2,,,,,4,1,,1,6,,,,1,3,,,,3,
2519,1117,42734,5,14:13,1,492.35,LHS,5,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2520,1118,42735,6,20:50,1,496.55,RHS,7a,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
2521,1119,42736,7,18:08,1,494.5,RHS,2,,,1,1,,,2,,,,,4,1,,2,6,,,,1,2,,,,2,
2522,1120,42736,7,21:05,1,499.35,RHS,4,,,3,3,,,2,,,,,4,1,,2,6,,,,1,,,1,,1,
2523,1121,42736,7,15:12,2,449,LHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2524,1122,42736,7,21:14,2,433.2,LHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,2,,,2,
2525,1123,42737,1,05:05,2,477.76,RHS,4,,,3,3,,,3,,,,,4,1,,11,5,5,,,2,,,2,,2,
2526,1124,42737,1,04:35,2,442.8,LHS,7d,,,3,3,,,2,,,,,4,1,,11,5,,,,1,,,1,,1,
2527,1125,42737,1,05:50,2,514.25,LHS,4,,,3,3,,,3,,,,,4,1,,3,5,5,,,2,,,2,,2,
2528,1126,42738,2,08:10,2,428.72,RHS,6,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2529,1127,42738,2,01:58,2,486.1,LHS,1,,,3,3,,,2,,,,,4,1,,1,5,1,,,2,,,6,,6,
2530,1128,42738,2,18:18,2,428.72,RHS,6,,,2,2,,,1,,,,,4,1,,1,6,,,,1,,1,,,1,
2531,1129,42739,3,07:45,2,425.68,RHS,6,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2532,1130,42739,3,20:02,2,478.3,LHS,2,,,1,1,,,2,,,,,4,1,,1,6,,,,1,1,,,,1,
2533,1131,42741,5,22:55,1,497.85,RHS,4,,,2,2,,,2,,,,,4,1,,11,5,5,,,2,,2,,,2,
2534,1132,42741,5,22:35,1,497.75,RHS,1,,,2,2,,,3,,,,,4,1,,11,5,6,,,2,,2,,,2,
2535,1133,42742,6,20:20,2,431.2,LHS,1,,,2,2,,,2,,,,,4,1,,11,6,,,,1,,1,,,1,
2536,1134,42742,6,00:34,2,483.95,LHS,4,,,2,2,3,,3,,,,,4,1,,11,5,1,,,2,,1,2,,3,
2537,1135,42744,1,16:02,1,496.98,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2538,1136,42744,1,20:10,1,499.3,RHS,7d,,,1,1,,,2,,,,,4,1,,1,5,,,,1,1,,,,1,
2539,1137,42745,2,02:45,2,441.3,RHS,1,,,3,3,,,2,,,,,4,1,,1,1,,,,1,,,3,,3,
2540,1138,42745,2,11:15,2,449.1,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2541,1139,42745,2,00:00,1,502.7,LHS,1,,,3,3,,,3,,,,,4,1,,11,5,,,,1,,,1,,1,
2542,1140,42745,2,11:30,2,517.2,LHS,5,,,3,3,,,3,,,,,4,1,,3,5,,,,1,,,1,,1,
2543,1141,42746,3,06:10,2,471.48,RHS,6,,,2,2,,,2,,,,,4,1,,3,5,,,,1,,1,,,1,
2544,1142,42747,4,05:45,2,399.75,RHS,7d,,,4,4,,,3,,,,,4,1,,11,3,,,,1,,,,1,0,
2545,1143,42748,5,23:20,2,487.8,LHS,2,,,3,3,,,2,,,,,4,1,,1,3,,,,1,,,4,,4,
2546,1144,42749,6,11:00,1,494.8,RHS,6,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2547,1145,42749,6,04:10,2,422.32,RHS,6,,,3,3,,,2,,,,,4,1,,11,3,,,,1,,,4,,4,
2548,1146,42749,6,05:35,1,501.45,RHS,7d,,,4,4,,,3,,,,,4,1,,11,3,,,,1,,,,1,0,
2549,1147,42749,6,03:37,1,492,LHS,7d,,,2,2,,,3,,,,,4,1,,11,1,,,,1,,1,,,1,
2550,1148,42749,6,06:30,2,413.2,RHS,7d,,,4,4,,,3,,,,,4,1,,11,1,,,,1,,,,1,0,
2551,1149,42750,7,18:18,1,499.1,RHS,7b,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
2552,1150,42751,1,17:50,2,432,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2553,1151,42751,1,06:10,2,477.429,RHS,7c,,,1,3,,,2,,,,,4,1,,1,1,,,,1,1,,12,,13,
2554,1152,42751,1,15:32,1,496.9,LHS,7b,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
2555,1153,42752,2,06:05,2,410.2,RHS,4,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
2556,1154,42753,3,23:20,1,498.55,LHS,1,,,4,4,,,3,,,,,4,1,,1,5,1,,,2,,,,1,0,
2557,1155,42754,4,05:35,1,496.25,LHS,7d,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
2558,1156,42754,4,12:40,2,519.85,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2559,1157,42755,5,07:50,2,465.04,RHS,1,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2560,1158,42755,5,15:50,2,482.15,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
2561,1159,42755,5,19:05,2,433.8,LHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2562,1160,42756,6,12:52,1,491.1,LHS,3,,,2,2,3,,3,,,,,4,1,,1,1,1,,,2,,1,3,,4,
2563,1161,42757,7,16:45,2,454.85,RHS,2,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2564,1162,42758,1,19:40,2,403.2,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
2565,1163,42758,1,06:15,2,466.4,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,3,,,2,,,1,,1,
2566,1164,42759,2,12:34,1,499.25,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2567,1165,42760,3,09:46,1,496.5,RHS,7b,,,3,3,,,4,,,,,4,1,,1,9,,,,1,,,1,,1,
2568,1166,42760,3,12:56,2,488.7,LHS,7b,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,1,,,1,
2569,1167,42761,4,22:30,2,484.75,RHS,7b,,,1,1,2,,3,,,,,4,1,,1,1,,,,1,2,3,,,5,
2570,1168,42761,4,20:00,2,487.9,RHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2571,1169,42762,5,09:45,2,483.98,LHS,6,,,3,3,,,1,,,,,4,1,,1,1,5,,,2,,,1,,1,
2572,1170,42762,5,17:12,1,520.665,RHS,1,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2573,1171,42763,6,17:10,2,439.38,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2574,1172,42763,6,19:41,1,493.7,LHS,7b,,,2,2,,,3,,,,,4,1,,1,9,,,,1,,1,,,1,
2575,1173,42764,7,23:24,1,493.25,RHS,7b,,,3,3,,,3,,,,,4,1,,1,9,,,,1,,,1,,1,
2576,1174,42765,1,08:14,2,448.8,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2577,1175,42765,1,10:15,2,517.2,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2578,1176,42765,1,12:30,1,494.35,LHS,7b,,,3,3,,,1,,,,,4,1,,1,9,,,,1,,,1,,1,
2579,1177,42766,2,22:00,1,496.5,RHS,6,,,2,2,3,,2,,,,,4,1,,1,5,6,,,2,,1,2,,3,
2580,1178,42767,3,09:27,2,423.4,LHS,1,,,4,4,,,3,,,,,4,1,,1,1,6,,,2,,,,1,0,
2581,1179,42768,4,13:40,2,423.6,RHS,2,,,1,1,,,2,3,,,,4,1,,1,6,,,,1,1,,,,1,
2582,1180,42769,5,15:47,1,501.4,RHS,4,,,3,3,,,3,,,,,4,1,,1,9,,,,1,,,1,,1,
2583,1181,42769,5,21:20,2,482.25,RHS,1,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2584,1182,42770,6,05:40,2,453.8,RHS,2,,,1,1,3,,2,3,,,,4,1,,1,5,5,,,2,1,,2,,3,
2585,1183,42770,6,21:52,1,501.3,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2586,1184,42770,6,20:15,2,432.7,LHS,6,,,3,3,,,4,,,,,4,1,,1,6,,,,1,,,1,,1,
2587,1185,42771,7,12:29,2,489.2,LHS,4,,,2,2,,,3,,,,,4,1,,1,5,1,,,2,,1,,,1,
2588,1186,42771,7,18:50,1,496.3,LHS,1,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,1,,2,
2589,1187,42771,7,23:17,1,496.8,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
2590,1188,42771,7,01:04,2,445.76,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2591,1189,42772,1,21:25,1,498.7,RHS,7d,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
2592,1190,42772,1,18:04,1,495.3,RHS,4,,,2,2,,,4,,,,,4,1,,1,10,,,,1,,1,,,1,
2593,1191,42773,2,17:55,2,477.3,LHS,2,,,2,2,,,3,,,,,4,1,,1,3,5,,,2,,1,,,1,
2594,1192,42773,2,21:25,1,498.5,LHS,6,,,3,3,,,3,,,,,4,1,,1,5,6,,,2,,,1,,1,
2595,1193,42776,5,07:02,2,403.7,RHS,7d,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2596,1194,42776,5,08:10,2,450.18,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2597,1195,42777,6,23:30,2,520.9,RHS,6,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2598,1196,42777,6,10:58,2,510,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2599,1197,42777,6,20:39,2,507.05,LHS,2,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
2600,1198,42778,7,19:53,2,414.16,RHS,7d,,,3,3,,,2,,,,,4,1,,1,11,,,,1,,,1,,1,
2601,1199,42779,1,05:50,2,427,LHS,1,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,2,,,2,
2602,1200,42779,1,18:24,2,507.5,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2603,1201,42780,2,15:25,2,416.44,RHS,4,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2604,1202,42783,5,06:40,1,505.05,RHS,1,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
2605,1203,42783,5,18:50,2,434,LHS,7d,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2606,1204,42783,5,19:52,2,433.54,RHS,1,,,3,3,,,3,,,,,4,1,,1,1,1,,,2,,,2,,2,
2607,1205,42784,6,07:17,2,427.06,LHS,1,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2608,1206,42784,6,13:55,2,440.26,LHS,1,,,2,2,,,3,,,,,4,1,,1,5,6,,,2,,1,,,1,
2609,1207,42784,6,11:55,2,521.12,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2610,1208,42785,7,02:25,2,428.6,LHS,2,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2611,1209,42785,7,12:05,1,497.15,LHS,7b,,,3,3,,,2,,,,,4,1,,1,9,,,,1,,,1,,1,
2612,1210,42786,1,05:55,2,451.48,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,1,,,2,,,2,,2,
2613,1211,42787,2,19:40,1,499.25,RHS,7a,,,2,2,,,3,,,,,4,1,,1,8,,,,1,,1,,,1,
2614,1212,42788,3,05:45,2,460.72,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2615,1213,42789,4,23:08,2,464.36,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2616,1214,42789,4,23:37,2,438.72,LHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2617,1215,42789,4,20:18,2,506.45,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2618,1216,42790,5,17:45,2,417.54,RHS,4,,,2,2,3,,2,,,,,4,1,,1,7,11,,,2,,1,1,,2,
2619,1217,42790,5,21:15,2,500,LHS,7d,,,3,3,,,3,,,,,4,1,,1,11,,,,1,,,1,,1,
2620,1218,42790,5,10:45,2,495.7,LHS,7b,,,2,2,,,3,,,,,4,1,,1,11,,,,1,,1,,,1,
2621,1219,42791,6,14:05,2,443.32,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2622,1220,42792,7,18:26,1,499.25,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2623,1221,42792,7,06:16,2,413.54,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2624,1222,42792,7,23:28,2,439.38,RHS,6,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,2,,,2,
2625,1223,42793,1,04:30,2,449.84,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2626,1224,42793,1,12:10,2,503.1,LHS,2,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2627,1225,42794,2,19:24,2,501.2,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2628,1226,42794,2,15:55,2,486,LHS,7b,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,1,,2,
2629,1227,42795,3,21:48,2,432.08,LHS,2,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
